"week_midpoint","country","non_sgtf","sgtf","Other","Alpha","Beta","Gamma","Delta","Omicron (B.1.1.529)","Omicron (BA.1)","Omicron (BA.2)","Omicron (BA.3)","Omicron","Total","longitude","latitude","continent","date_num"
2020-06-04,"Kazakhstan",0,0,0,0,0,0,0,0,0,0,0,0,0,67.29149657,48.15687954,"Asia",18417
2020-06-04,"Kenya",27,0,27,0,0,0,0,0,0,0,0,0,27,37.79594437,0.5998746,"Africa",18417
2020-06-04,"Kosovo",0,0,0,0,0,0,0,0,0,0,0,0,0,20.87249613,42.57078418,"Europe",18417
2020-06-04,"Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,47.58699362,29.33431677,"Asia",18417
2020-06-04,"Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,0,0,0,74.54165548,41.46221785,"Asia",18417
2020-06-04,"Latvia",2,0,2,0,0,0,0,0,0,0,0,0,2,24.9123704,56.85085306,"Europe",18417
2020-06-04,"Lebanon",11,0,11,0,0,0,0,0,0,0,0,0,11,35.88016327,33.92306993,"Asia",18417
2020-06-04,"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,28.22722773,-29.5800467,"Africa",18417
2020-06-04,"Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,-9.32207781,6.45278273,"Africa",18417
2020-06-04,"Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,18.00865782,27.03094247,"Africa",18417
2020-06-04,"Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,9.53573593,47.13665447,"Europe",18417
2020-06-04,"Lithuania",1,0,1,0,0,0,0,0,0,0,0,0,1,23.88720035,55.32611078,"Europe",18417
2020-06-04,"Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,6.07182681,49.76724687,"Europe",18417
2020-06-04,"Madagascar",15,0,15,0,0,0,0,0,0,0,0,0,15,46.70473751,-19.37189599,"Africa",18417
2020-06-04,"Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,34.2893585,-13.2180697,"Africa",18417
2020-06-04,"Malaysia",3,0,3,0,0,0,0,0,0,0,0,0,3,109.6976155,3.78987255,"Asia",18417
2020-06-04,"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,73.45711081,3.72854733,"Asia",18417
2020-06-04,"Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54268794,17.34581461,"Africa",18417
2020-06-04,"Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,14.40522042,35.92151315,"Europe",18417
2020-06-04,"Martinique",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.024174,14.641528,"North America",18417
2020-06-04,"Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,57.57120758,-20.2777156,"Africa",18417
2020-06-04,"Mayotte",0,0,0,0,0,0,0,0,0,0,0,0,0,45.130741,-12.809645,"Africa",18417
2020-06-04,"Mexico",170,0,170,0,0,0,0,0,0,0,0,0,170,-102.5234504,23.94753932,"North America",18417
2020-06-04,"Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,28.45673742,47.19499323,"Europe",18417
2020-06-04,"Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,7.40628055,43.75276115,"Europe",18417
2020-06-04,"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,103.0529965,46.82681435,"Asia",18417
2020-06-04,"Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,19.2388382,42.7889115,"Europe",18417
2020-06-04,"Montserrat",0,0,0,0,0,0,0,0,0,0,0,0,0,-62.18519807,16.73941361,"North America",18417
2020-06-04,"Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,-8.45616045,29.83762793,"Africa",18417
2020-06-04,"Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,35.53367351,-17.27381898,"Africa",18417
2020-06-04,"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,96.48843207,21.18566514,"Asia",18417
2020-06-04,"Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,17.20962769,-22.13030791,"Africa",18417
2020-06-04,"Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,83.9158367,28.24891362,"Asia",18417
2020-06-04,"Netherlands",52,0,52,0,0,0,0,0,0,0,0,0,52,5.2814735,52.10080804,"Europe",18417
2020-06-04,"New Zealand",0,0,0,0,0,0,0,0,0,0,0,0,0,171.4849539,-41.81112825,"Oceania",18417
2020-06-04,"Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,9.38546454,17.41912605,"Africa",18417
2020-06-04,"Nigeria",6,0,6,0,0,0,0,0,0,0,0,0,6,8.08944243,9.59411807,"Africa",18417
2020-06-04,"North Macedonia",17,0,17,0,0,0,0,0,0,0,0,0,17,21.745275,41.608635,"Europe",18417
2020-06-04,"Northern Mariana Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,145.6196188,15.82873009,"Oceania",18417
2020-06-04,"Norway",5,0,5,0,0,0,0,0,0,0,0,0,5,15.34832968,68.75014407,"Europe",18417
2020-06-04,"Oman",5,0,5,0,0,0,0,0,0,0,0,0,5,56.09165967,20.60515412,"Asia",18417
2020-06-04,"Pakistan",24,0,24,0,0,0,0,0,0,0,0,0,24,69.33958027,29.94975221,"Asia",18417
2020-06-04,"Palau",0,0,0,0,0,0,0,0,0,0,0,0,0,134.4082215,7.28760993,"Oceania",18417
2020-06-04,"Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,35.233154,31.952162,"Asia",18417
2020-06-04,"Panama",3,0,3,0,0,0,0,0,0,0,0,0,3,-80.11915152,8.5175119,"North America",18417
2020-06-04,"Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,145.2074492,-6.46416276,"Oceania",18417
2020-06-04,"Paraguay",1,0,1,0,0,0,0,0,0,0,0,0,1,-58.40014084,-23.22823896,"South America",18417
2020-06-04,"Peru",1,0,1,0,0,0,0,0,0,0,0,0,1,-74.38242889,-9.15280281,"South America",18417
2020-06-04,"Philippines",0,0,0,0,0,0,0,0,0,0,0,0,0,122.8839215,11.77539737,"Asia",18417
2020-06-04,"Poland",21,0,21,0,0,0,0,0,0,0,0,0,21,19.39011841,52.12759537,"Europe",18417
2020-06-04,"Portugal",38,0,38,0,0,0,0,0,0,0,0,0,38,-8.50105506,39.59550247,"Europe",18417
2020-06-04,"Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,-66.47307314,18.22812711,"North America",18417
2020-06-04,"Qatar",102,0,102,0,0,0,0,0,0,0,0,0,102,51.18478512,25.30600936,"Asia",18417
2020-06-04,"Republic of the Congo",3,0,3,0,0,0,0,0,0,0,0,0,3,15.21965722,-0.83788172,"Africa",18417
2020-06-04,"Reunion",0,0,0,0,0,0,0,0,0,0,0,0,0,55.448101,-20.878901,"Africa",18417
2020-06-04,"Romania",11,0,11,0,0,0,0,0,0,0,0,0,11,24.97293286,45.85242939,"Europe",18417
2020-06-04,"Russia",75,0,75,0,0,0,0,0,0,0,0,0,75,96.68657347,61.98052168,"Europe",18417
2020-06-04,"Rwanda",1,0,0,0,1,0,0,0,0,0,0,0,1,29.91989113,-1.99033199,"Africa",18417
2020-06-04,"Saint Barthelemy",0,0,0,0,0,0,0,0,0,0,0,0,0,-62.84068712,17.89881045,"North America",18417
2020-06-04,"Saint Kitts and Nevis",0,0,0,0,0,0,0,0,0,0,0,0,0,-62.68754242,17.26458594,"North America",18417
2020-06-04,"Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,-60.96969329,13.8947837,"North America",18417
2020-06-04,"Saint Martin",0,0,0,0,0,0,0,0,0,0,0,0,0,-63.05971623,18.08889331,"North America",18417
2020-06-04,"Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.20129438,13.22471841,"North America",18417
2020-06-04,"Saudi Arabia",29,0,29,0,0,0,0,0,0,0,0,0,29,44.53687041,24.12245467,"Asia",18417
2020-06-04,"Senegal",23,1,24,0,0,0,0,0,0,0,0,0,24,-14.47348904,14.36624381,"Africa",18417
2020-06-04,"Serbia",1,0,1,0,0,0,0,0,0,0,0,0,1,20.457273,44.787197,"Europe",18417
2020-06-04,"Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0,55.47601997,-4.66097821,"Africa",18417
2020-06-04,"Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,-11.79271209,8.56329069,"Africa",18417
2020-06-04,"Singapore",45,0,45,0,0,0,0,0,0,0,0,0,45,103.8172532,1.35877066,"Asia",18417
2020-06-04,"Sint Eustatius",0,0,0,0,0,0,0,0,0,0,0,0,0,-62.973555,17.4890306,"North America",18417
2020-06-04,"Sint Maarten",0,0,0,0,0,0,0,0,0,0,0,0,0,-63.05713283,18.05081813,"North America",18417
2020-06-04,"Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,19.47905212,48.70547175,"Europe",18417
2020-06-04,"Slovenia",4,0,4,0,0,0,0,0,0,0,0,0,4,14.8044464,46.11555444,"Europe",18417
2020-06-04,"Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,159.6328471,-8.92175696,"Oceania",18417
2020-06-04,"Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,45.70716243,4.75065195,"Africa",18417
2020-06-04,"South Africa",57,0,57,0,0,0,0,0,0,0,0,0,57,25.08388384,-29.0003377,"Africa",18417
2020-06-04,"South Korea",73,0,73,0,0,0,0,0,0,0,0,0,73,127.8391693,36.3852463,"Asia",18417
2020-06-04,"South Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,30.24790056,7.30877585,"Africa",18417
2020-06-04,"Spain",22,0,22,0,0,0,0,0,0,0,0,0,22,-3.64754874,40.24448626,"Europe",18417
2020-06-04,"Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,80.70107795,7.61266309,"Asia",18417
2020-06-04,"Sudan",5,0,5,0,0,0,0,0,0,0,0,0,5,29.94047226,15.99035431,"Africa",18417
2020-06-04,"Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,-55.91234833,4.13055377,"South America",18417
2020-06-04,"Sweden",43,0,43,0,0,0,0,0,0,0,0,0,43,16.74371219,62.79232016,"Europe",18417
2020-06-04,"Switzerland",15,0,15,0,0,0,0,0,0,0,0,0,15,8.20866006,46.79785296,"Europe",18417
2020-06-04,"Syria",0,0,0,0,0,0,0,0,0,0,0,0,0,38.50787939,35.02547248,"Asia",18417
2020-06-04,"Taiwan",0,0,0,0,0,0,0,0,0,0,0,0,0,120.9542726,23.75400343,"Asia",18417
2020-06-04,"Thailand",0,0,0,0,0,0,0,0,0,0,0,0,0,101.0028835,15.11816347,"Asia",18417
2020-06-04,"The Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,-76.62835738,24.29031222,"North America",18417
2020-06-04,"Timor-Leste",0,0,0,0,0,0,0,0,0,0,0,0,0,125.727539,-8.874217,"Asia",18417
2020-06-04,"Togo",1,0,1,0,0,0,0,0,0,0,0,0,1,0.96232118,8.52529798,"Africa",18417
2020-06-04,"Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.26565805,10.45735757,"South America",18417
2020-06-04,"Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,0,9.55288287,34.11956663,"Africa",18417
2020-06-04,"Turkey",17,0,17,0,0,0,0,0,0,0,0,0,17,35.16895529,39.06160342,"Europe",18417
2020-06-04,"Turks and Caicos Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.97385725,21.83047424,"North America",18417
2020-06-04,"U.S. Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-64.80300497,17.95501398,"North America",18417
2020-06-04,"Uganda",0,0,0,0,0,0,0,0,0,0,0,0,0,32.36907536,1.27469024,"Africa",18417
2020-06-04,"Ukraine",2,0,2,0,0,0,0,0,0,0,0,0,2,31.38325794,48.99656784,"Europe",18417
2020-06-04,"United Arab Emirates",12,0,12,0,0,0,0,0,0,0,0,0,12,54.30015737,23.90527175,"Asia",18417
2020-06-04,"United Kingdom",1022,0,1022,0,0,0,0,0,0,0,0,0,1022,-2.86563362,54.12387156,"Europe",18417
2020-06-04,"Uruguay",3,0,3,0,0,0,0,0,0,0,0,0,3,-56.01806795,-32.79951982,"South America",18417
2020-06-04,"USA",2022,0,2022,0,0,0,0,0,0,0,0,0,2022,-112.4616706,45.67955203,"North America",18417
2020-06-04,"Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,63.14001799,41.75554081,"Asia",18417
2020-06-04,"Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,167.6863674,-16.22630588,"Oceania",18417
2020-06-04,"Venezuela",0,0,0,0,0,0,0,0,0,0,0,0,0,-66.18184085,7.12422395,"South America",18417
2020-06-04,"Vietnam",0,0,0,0,0,0,0,0,0,0,0,0,0,106.2991386,16.64601451,"Asia",18417
2020-06-04,"Wallis and Futuna Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-177.3481331,-13.88724988,"Oceania",18417
2020-06-04,"Zambia",18,0,18,0,0,0,0,0,0,0,0,0,18,27.77475082,-13.45824537,"Africa",18417
2020-06-04,"Zimbabwe",39,0,39,0,0,0,0,0,0,0,0,0,39,29.85145031,-19.00420587,"Africa",18417
2020-06-11,"Afghanistan",2,0,2,0,0,0,0,0,0,0,0,0,2,66.00473115,33.83523216,"Asia",18424
2020-06-11,"Albania",0,0,0,0,0,0,0,0,0,0,0,0,0,20.04983034,41.14245128,"Europe",18424
2020-06-11,"Algeria",1,0,1,0,0,0,0,0,0,0,0,0,1,2.61732102,28.15893844,"Africa",18424
2020-06-11,"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,1.56053368,42.54229174,"Europe",18424
2020-06-11,"Angola",0,0,0,0,0,0,0,0,0,0,0,0,0,17.53736149,-12.29336112,"Africa",18424
2020-06-11,"Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,-63.06498464,18.22396692,"North America",18424
2020-06-11,"Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.7946956,17.27754256,"North America",18424
2020-06-11,"Argentina",34,0,34,0,0,0,0,0,0,0,0,0,34,-65.17980881,-35.38135347,"South America",18424
2020-06-11,"Armenia",0,0,0,0,0,0,0,0,0,0,0,0,0,44.9299343,40.28952206,"Asia",18424
2020-06-11,"Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,-69.98267466,12.52088881,"South America",18424
2020-06-11,"Australia",73,1,74,0,0,0,0,0,0,0,0,0,74,134.4909988,-25.73288736,"Oceania",18424
2020-06-11,"Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,14.12647809,47.58549847,"Europe",18424
2020-06-11,"Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,47.54599646,40.28827674,"Europe",18424
2020-06-11,"Bahrain",0,0,0,0,0,0,0,0,0,0,0,0,0,50.54197759,26.04200845,"Asia",18424
2020-06-11,"Bangladesh",28,0,28,0,0,0,0,0,0,0,0,0,28,90.23812793,23.86730412,"Asia",18424
2020-06-11,"Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,-59.55980198,13.18145371,"North America",18424
2020-06-11,"Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,28.03208711,53.53131155,"Europe",18424
2020-06-11,"Belgium",7,0,7,0,0,0,0,0,0,0,0,0,7,4.64064572,50.63981435,"Europe",18424
2020-06-11,"Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,-88.71010228,17.20027475,"North America",18424
2020-06-11,"Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,2.32784527,9.6417533,"Africa",18424
2020-06-11,"Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,-64.75454185,32.31368594,"North America",18424
2020-06-11,"Bolivia",2,0,2,0,0,0,0,0,0,0,0,0,2,-64.6853892,-16.70814536,"South America",18424
2020-06-11,"Bonaire",0,0,0,0,0,0,0,0,0,0,0,0,0,-68.262383,12.20189,"South America",18424
2020-06-11,"Bosnia and Herzegovina",0,0,0,0,0,0,0,0,0,0,0,0,0,17.76876588,44.17449912,"Europe",18424
2020-06-11,"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,23.7985373,-22.18402031,"Africa",18424
2020-06-11,"Brazil",87,0,87,0,0,0,0,0,0,0,0,0,87,-53.09783199,-10.78777567,"South America",18424
2020-06-11,"British Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-64.47140241,18.52593375,"North America",18424
2020-06-11,"Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,114.7220255,4.51968241,"Asia",18424
2020-06-11,"Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,0,25.21552327,42.76889988,"Europe",18424
2020-06-11,"Burkina Faso",2,0,2,0,0,0,0,0,0,0,0,0,2,-1.7545684,12.26953681,"Africa",18424
2020-06-11,"Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,29.8751201,-3.35939257,"Africa",18424
2020-06-11,"Cabo Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,-23.95990969,15.95518822,"Africa",18424
2020-06-11,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,104.9069431,12.72004932,"Asia",18424
2020-06-11,"Cameroon",2,0,2,0,0,0,0,0,0,0,0,0,2,12.73964266,5.69110296,"Africa",18424
2020-06-11,"Canada",98,0,98,0,0,0,0,0,0,0,0,0,98,-98.30775723,61.36206827,"North America",18424
2020-06-11,"Canary Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-16.629129,28.291565,"Europe",18424
2020-06-11,"Cayman Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-80.91213058,19.42896455,"North America",18424
2020-06-11,"Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,20.46826364,6.56823003,"Africa",18424
2020-06-11,"Chile",3,0,3,0,0,0,0,0,0,0,0,0,3,-71.38255879,-37.73069754,"South America",18424
2020-06-11,"China",3,0,3,0,0,0,0,0,0,0,0,0,3,103.8190739,36.56176801,"Asia",18424
2020-06-11,"Colombia",3,0,3,0,0,0,0,0,0,0,0,0,3,-73.08114936,3.91383156,"South America",18424
2020-06-11,"Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,43.68238096,-11.87777573,"Africa",18424
2020-06-11,"Costa Rica",5,0,5,0,0,0,0,0,0,0,0,0,5,-84.19208786,9.9763424,"North America",18424
2020-06-11,"Cote d'Ivoire",6,2,8,0,0,0,0,0,0,0,0,0,8,-5.56921598,7.62842868,"Africa",18424
2020-06-11,"Crimea",0,0,0,0,0,0,0,0,0,0,0,0,0,34.109547,44.957813,"Europe",18424
2020-06-11,"Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,16.40413079,45.08047284,"Europe",18424
2020-06-11,"Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,-79.01606913,21.62290023,"North America",18424
2020-06-11,"Curacao",0,0,0,0,0,0,0,0,0,0,0,0,0,-68.9712225,12.19552443,"South America",18424
2020-06-11,"Cyprus",3,0,3,0,0,0,0,0,0,0,0,0,3,33.00600358,34.91666932,"Europe",18424
2020-06-11,"Czech Republic",4,0,4,0,0,0,0,0,0,0,0,0,4,15.31240065,49.73341073,"Europe",18424
2020-06-11,"Democratic Republic of the Congo",1,0,1,0,0,0,0,0,0,0,0,0,1,23.64395637,-2.87746013,"Africa",18424
2020-06-11,"Denmark",94,0,94,0,0,0,0,0,0,0,0,0,94,10.02799418,55.98126391,"Europe",18424
2020-06-11,"Djibouti",1,0,1,0,0,0,0,0,0,0,0,0,1,42.56067681,11.74872052,"Africa",18424
2020-06-11,"Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.35773122,15.43947211,"North America",18424
2020-06-11,"Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.50569086,18.8943308,"North America",18424
2020-06-11,"Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,-78.75203573,-1.42381949,"South America",18424
2020-06-11,"Egypt",24,0,24,0,0,0,0,0,0,0,0,0,24,29.8618993,26.49593108,"Africa",18424
2020-06-11,"El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,-88.87164456,13.73944008,"North America",18424
2020-06-11,"Equatorial Guinea",11,0,11,0,0,0,0,0,0,0,0,0,11,10.34138898,1.70554042,"Africa",18424
2020-06-11,"Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,25.54248555,58.67192416,"Europe",18424
2020-06-11,"Eswatini",0,0,0,0,0,0,0,0,0,0,0,0,0,31.465866,-26.522503,"Africa",18424
2020-06-11,"Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0,39.6008014,8.62278417,"Africa",18424
2020-06-11,"Faroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88096322,62.05386227,"Europe",18424
2020-06-11,"Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,165.4505548,-17.4285609,"Oceania",18424
2020-06-11,"Finland",2,0,2,0,0,0,0,0,0,0,0,0,2,26.27467024,64.49884844,"Europe",18424
2020-06-11,"France",26,0,26,0,0,0,0,0,0,0,0,0,26,2.53618475,46.18700581,"Europe",18424
2020-06-11,"French Guiana",1,0,1,0,0,0,0,0,0,0,0,0,1,-53.2484462,3.92595718,"South America",18424
2020-06-11,"French Polynesia",0,0,0,0,0,0,0,0,0,0,0,0,0,-144.9048876,-14.72228068,"Oceania",18424
2020-06-11,"Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,11.78863005,-0.58660329,"Africa",18424
2020-06-11,"Gambia",0,0,0,0,0,0,0,0,0,0,0,0,0,-15.39601809,13.44965377,"Africa",18424
2020-06-11,"Georgia",1,0,1,0,0,0,0,0,0,0,0,0,1,43.50778995,42.16855944,"Asia",18424
2020-06-11,"Germany",36,0,36,0,0,0,0,0,0,0,0,0,36,10.38577693,51.10697903,"Europe",18424
2020-06-11,"Ghana",2,0,2,0,0,0,0,0,0,0,0,0,2,-1.21676901,7.95345124,"Africa",18424
2020-06-11,"Gibraltar",0,0,0,0,0,0,0,0,0,0,0,0,0,-5.35257,36.14474,"Europe",18424
2020-06-11,"Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,22.95556207,39.07466973,"Europe",18424
2020-06-11,"Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.68219415,12.1172555,"North America",18424
2020-06-11,"Guadeloupe",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.551,16.265,"North America",18424
2020-06-11,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,144.7679224,13.4416655,"Oceania",18424
2020-06-11,"Guatemala",13,0,13,0,0,0,0,0,0,0,0,0,13,-90.36482288,15.69404158,"North America",18424
2020-06-11,"Guinea",10,0,10,0,0,0,0,0,0,0,0,0,10,-10.94066379,10.43621595,"Africa",18424
2020-06-11,"Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,-14.94972941,12.04744454,"Africa",18424
2020-06-11,"Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,-58.98202596,4.79378052,"South America",18424
2020-06-11,"Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.68527364,18.93500961,"North America",18424
2020-06-11,"Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0,-86.61516846,14.82688225,"North America",18424
2020-06-11,"Hong Kong",4,0,4,0,0,0,0,0,0,0,0,0,4,114.1137986,22.39828782,"Asia",18424
2020-06-11,"Hungary",4,0,4,0,0,0,0,0,0,0,0,0,4,19.39559381,47.16277712,"Europe",18424
2020-06-11,"Iceland",0,0,0,0,0,0,0,0,0,0,0,0,0,-18.57397086,64.99575263,"Europe",18424
2020-06-11,"India",364,0,364,0,0,0,0,0,0,0,0,0,364,79.61197355,22.88578035,"Asia",18424
2020-06-11,"Indonesia",12,0,12,0,0,0,0,0,0,0,0,0,12,117.2400976,-2.21505018,"Asia",18424
2020-06-11,"Iran",3,0,3,0,0,0,0,0,0,0,0,0,3,54.27407071,32.57503287,"Asia",18424
2020-06-11,"Iraq",1,0,1,0,0,0,0,0,0,0,0,0,1,43.74353204,33.03970511,"Asia",18424
2020-06-11,"Ireland",4,0,4,0,0,0,0,0,0,0,0,0,4,-8.13793167,53.1754426,"Europe",18424
2020-06-11,"Israel",3,0,3,0,0,0,0,0,0,0,0,0,3,35.00444995,31.4611019,"Asia",18424
2020-06-11,"Italy",26,0,26,0,0,0,0,0,0,0,0,0,26,12.07000946,42.79663568,"Europe",18424
2020-06-11,"Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,-77.31482556,18.15695476,"North America",18424
2020-06-11,"Japan",106,0,106,0,0,0,0,0,0,0,0,0,106,138.0308921,37.59230065,"Asia",18424
2020-06-11,"Jordan",0,0,0,0,0,0,0,0,0,0,0,0,0,36.77137251,31.24579389,"Asia",18424
2020-06-11,"Kazakhstan",0,0,0,0,0,0,0,0,0,0,0,0,0,67.29149657,48.15687954,"Asia",18424
2020-06-11,"Kenya",40,0,40,0,0,0,0,0,0,0,0,0,40,37.79594437,0.5998746,"Africa",18424
2020-06-11,"Kosovo",0,0,0,0,0,0,0,0,0,0,0,0,0,20.87249613,42.57078418,"Europe",18424
2020-06-11,"Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,47.58699362,29.33431677,"Asia",18424
2020-06-11,"Kyrgyzstan",2,0,2,0,0,0,0,0,0,0,0,0,2,74.54165548,41.46221785,"Asia",18424
2020-06-11,"Latvia",0,0,0,0,0,0,0,0,0,0,0,0,0,24.9123704,56.85085306,"Europe",18424
2020-06-11,"Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,35.88016327,33.92306993,"Asia",18424
2020-06-11,"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,28.22722773,-29.5800467,"Africa",18424
2020-06-11,"Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,-9.32207781,6.45278273,"Africa",18424
2020-06-11,"Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,18.00865782,27.03094247,"Africa",18424
2020-06-11,"Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,9.53573593,47.13665447,"Europe",18424
2020-06-11,"Lithuania",0,0,0,0,0,0,0,0,0,0,0,0,0,23.88720035,55.32611078,"Europe",18424
2020-06-11,"Luxembourg",1,0,1,0,0,0,0,0,0,0,0,0,1,6.07182681,49.76724687,"Europe",18424
2020-06-11,"Madagascar",14,0,14,0,0,0,0,0,0,0,0,0,14,46.70473751,-19.37189599,"Africa",18424
2020-06-11,"Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,34.2893585,-13.2180697,"Africa",18424
2020-06-11,"Malaysia",3,0,3,0,0,0,0,0,0,0,0,0,3,109.6976155,3.78987255,"Asia",18424
2020-06-11,"Maldives",1,0,1,0,0,0,0,0,0,0,0,0,1,73.45711081,3.72854733,"Asia",18424
2020-06-11,"Mali",2,0,2,0,0,0,0,0,0,0,0,0,2,-3.54268794,17.34581461,"Africa",18424
2020-06-11,"Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,14.40522042,35.92151315,"Europe",18424
2020-06-11,"Martinique",0,0,0,0,0,0,0,0,0,0,0,0,0,-61.024174,14.641528,"North America",18424
2020-06-11,"Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,57.57120758,-20.2777156,"Africa",18424
2020-06-11,"Mayotte",0,0,0,0,0,0,0,0,0,0,0,0,0,45.130741,-12.809645,"Africa",18424
2020-06-11,"Mexico",89,0,89,0,0,0,0,0,0,0,0,0,89,-102.5234504,23.94753932,"North America",18424
2020-06-11,"Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,28.45673742,47.19499323,"Europe",18424
2020-06-11,"Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,7.40628055,43.75276115,"Europe",18424
